span,depth,xSectMax,objectClass,shape,mass,diameter,xSectMin,width,mission,vimpelId,cosparId,predDecayDate,cataloguedFragments,satno,height,xSectAvg,firstEpoch,active,name,onOrbitCataloguedFragments,constellationDiscosID
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2023-020AS,2072-04-05,0,55609,0.1,13.5615,2023-02-17,True,Starlink 5719,0,255
0.3,0.2,0.0938083151964686,Payload,Box,10.0,,0.04,0.2,Commercial Sigint,,2023-054H,2027-07-31,0,56185,0.3,0.08,2023-04-18,True,BRO-9,0,
0.4,0.2,0.12,Payload,Box,15.0,,0.04,0.2,Commercial Science,,2023-054AC,2028-05-07,0,56204,0.4,0.1,2023-04-18,True,Mey-Lin,0,
0.4,0.2,0.12,Payload,Box,20.0,,0.04,0.2,Commercial Imaging,,2023-084C,2028-02-19,0,56934,0.4,0.1,2023-06-20,True,GEISAT Precursor,0,
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-090W,2088-10-23,0,57121,0.2,11.0874666666667,2023-07-02,True,Starlink 6152,0,255
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-094AG,2102-07-02,0,57248,0.2,11.0874666666667,2023-07-14,True,Starlink 5514,0,255
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-099AQ,2075-08-16,0,57366,0.2,11.0874666666667,2023-07-25,True,Starlink 6174,0,255
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-099BE,2077-03-22,0,57380,0.2,11.0874666666667,2023-07-25,True,Starlink 6366,0,255
8.9,,31.0905633323622,Rocket Body,Cyl + 1 Sail,4000.0,3.35,8.81413088872786,,,,2023-106D,2024-04-30,0,57455,8.9,27.8237116860589,2023-07-27,,L-53 (YF24B) (Long March (CZ) 2D),0,
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-107S,2077-05-30,0,57473,0.3,33.8838666666667,2023-08-03,True,Starlink 30187,0,256
5.0,2.5,15.8255400423551,Payload,Box + 2 Pan,300.0,,6.25,2.5,Defense Sigint,,2023-130E,2026-01-15,0,57731,2.5,11.0633333333333,2023-08-31,True,Yaogan Weixing 39-01-03,0,
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-144D,2078-10-31,0,57867,0.3,33.8838666666667,2023-09-20,True,Starlink 30439,0,256
5.0,1.5,8.09732871631961,Payload,Box + 2 Pan,1040.0,,2.25,1.5,Defense Radar Imaging,,2023-149A,2065-09-24,0,57958,1.5,4.79466666666667,2023-09-27,True,Yaogan Weixing 33-04,0,
3.5,1.2,5.58530260764469,Payload,Box + 2 Pan,417.0,,1.44,1.2,Civil Imaging,,2023-155A,2051-03-30,0,58016,1.8,3.63006666666667,2023-10-09,True,THEOS-2,0,
0.3,0.1,0.0435889894354067,Payload,Box + 2 Pan,5.7,,0.01,0.1,Commercial Imaging,,2023-174AC,2028-05-16,0,58282,0.3,0.035,2023-11-28,True,Flock 4q-27,0,
1.0,0.6,0.921737489744233,Payload,Box,140.0,,0.36,0.6,Defense Technology,,2023-174AM,2033-05-15,0,58291,1.0,0.78,2023-11-28,True,Falconsat-10,0,
,,,Payload Debris,,,,,,,,1970-047E,2125-05-24,0,58398,,,2023-11-20,,Meteor 1-5 debris,0,
7.1,,20.0067701717005,Rocket Body,Cyl,2710.0,2.7,5.7255526111674,,,,2023-182B,2027-03-03,0,58436,7.1,17.9188590979128,2023-11-26,,Blok-I (Soyuz-2-1B),0,
,,,Rocket Fragmentation Debris,,,,,,,,1961-015N,2203-02-22,0,128,,,1961-06-29,,Thor Ablestar fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1961-015FQ,2031-01-21,0,478,,,1961-06-29,,Thor Ablestar fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1965-082ES,2148-03-31,0,1859,,,1965-10-15,,Titan IIIC fragmentation debris (Transtage 4),0,
,,,Rocket Fragmentation Debris,,,,,,,,1970-025DC,2037-01-26,0,4754,,,1970-10-17,,Agena D debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1971-015BV,2045-04-03,0,5531,,,1971-02-25,,Cosmos-397 fragmentation debris,0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1974-072D,9027-09-25,0,7438,0.8,0.5883,1974-09-19,,Cosmos-680,0,
,,,Payload Fragmentation Debris,,,,,,,,1976-126U,2625-05-01,0,9723,,,1976-12-27,,Cosmos-886 fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1973-086GG,5676-05-15,0,9977,,,1973-12-28,,Delta 300 fragmentation debris,0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1978-005F,9030-04-23,0,10588,0.8,0.5883,1978-01-10,,Cosmos-981,0,
2.7,,7.90291159548801,Rocket Body,Cyl,1387.51,2.4,4.5238934211693,,,,1978-067B,2068-02-18,0,10974,2.7,7.35132680940012,1978-06-28,,Tsyklon-3-3 (Tsyklon SL-14 (F-2)),0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1980-012F,9033-03-13,0,11696,0.8,0.5883,1980-02-11,,Cosmos-1161,0,
,,,Rocket Fragmentation Debris,,,,,,,,1978-026AP,2079-03-08,0,12198,,,1981-01-27,,Delta 2910 debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1978-026BT,2025-12-09,0,12226,,,1981-01-27,,Delta 2910 debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1981-053EG,2099-08-31,0,12952,,,1981-07-24,,Cosmos-1275 debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1982-055BA,2091-04-09,0,18278,,,1985-10-21,,Cosmos-1375 fragmentation debris,0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1989-025C,7943-11-27,0,19904,0.8,0.5883,1989-03-24,,Cosmos-2010,0,
,,,Rocket Fragmentation Debris,,,,,,,,1990-081AC,2067-04-05,0,20864,,,1990-10-04,,CZ-4 third stage (L-14) fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1990-081AZ,2064-08-08,0,20889,,,1990-10-04,,CZ-4 third stage (L-14) fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1992-093B,2508-11-28,0,22285,,,1992-12-30,,Zenit-2 second stage fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1993-016M,2356-12-12,0,22603,,,1993-03-28,,Zenit-2 fragmentation debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1966-040F,2455-11-16,0,25613,,,1997-11-08,,Nimbus 2 debris,0,
10.6,,19.2489440605856,Payload,Cyl + 1 Pan,6300.0,1.8,2.54469004940773,,Civil Imaging,,1999-039A,2055-10-18,0,25860,10.6,16.2577419823272,1999-07-17,,Okean-O,0,
2.0,,5.08621710125407,Payload,Cyl,966.0,2.0,3.14159265358979,,Commercial Technology,,2000-009A,2101-11-19,0,26086,2.0,4.71238898038469,2000-02-08,,DUMSAT,0,
,,,Rocket Fragmentation Debris,,,,,,,,2001-049BP,2024-10-01,0,27119,,,2001-12-19,,PSLV fragmentation debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1988-005F,2045-11-20,0,28991,,,2005-06-21,,Meteor 2-17 fragmentation debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025ABB,2128-07-29,0,30340,,,2007-01-11,,Fengyun 1C debris,0,
1.0,,0.785398163397448,Rocket Mission Related Object,Cone,1.0,1.0,0.5,,,,2007-029C,2035-07-18,0,31794,1.0,0.635400461539407,2007-06-29,,Zenit-2M operational debris (sep motor cover),0,
1.0,1.0,1.50996688705415,Payload,Box,152.0,,0.8,0.8,Commercial Imaging,,2008-040C,2037-07-26,0,33314,1.0,1.3,2008-08-29,,Tachys (RapidEye-1),0,
4.0,,8.59474283507595,Payload,Hex Cyl + Cyl + 3 Pan,940.0,2.0,3.14159265358979,,Defense Imaging,,2011-076F,7086-06-09,0,38012,4.0,7.85398163397448,2011-12-17,True,Pleiades 1A,0,
6.9,,19.2269199036535,Payload,Hex Cyl  + 3 Pan,800.0,2.0,2.59807621135332,,Civil Imaging,,2012-025B,2067-10-24,0,38338,3.5,10.5095381056767,2012-05-17,True,Arirang-3,0,
7.0,,2.06674254341404,Payload,Cyl + 1 Ant,225.0,0.8,0.502654824574367,,Civil Communications,,2012-041A,9999-12-31,0,38733,1.6,1.58330372810258,2012-07-28,True,Cosmos-2481,0,
12.0,,32.6734,Payload,Trap Cyl + 2 Pan,715.0,2.0,9.3488,,Commercial Communications,,2013-005C,5173-04-18,0,39074,4.0,20.9307264705882,2013-02-06,True,Globalstar-2 M094,0,4
2.0,0.6,1.46411331661373,Payload,Box + 1 Pan,115.0,,0.36,0.6,Civil Imaging,,2013-021B,2057-07-19,0,39160,1.2,1.03226666666667,2013-05-07,True,VNRedSat-1A,0,
1.0,0.5,0.633235078264092,Payload,Box + 2 Pan,500.0,,0.25,0.5,Defense SIGINT,,2013-046B,9284-05-11,0,39240,0.5,0.446,2013-09-01,True,Yaogan Weixing 17B (YW-17B),0,
4.0,1.0,4.13225163249999,Payload,Box + 1 Pan,700.0,,1.0,1.0,Civil Technology,,2013-068A,2091-06-17,0,39455,1.0,2.31266666666667,2013-11-25,True,Shiyan Weixing 5,0,
3.5,,10.0328567153053,Payload,Cyl + 2 Pan,495.0,2.5,4.90873852123405,,Civil Imaging,,2014-070A,2026-06-06,0,40298,3.5,9.3266031903447,2014-11-06,True,ASNARO 1,0,
0.246,0.246,0.104816786670838,Payload,Box,10.0,,0.060516,0.246,Amateur Communications,,2015-049H,2025-06-06,0,40906,0.246,0.090774,2015-09-19,True,XW-2C,0,
,,,Payload Fragmentation Debris,,,,,,,,2000-055AK,2028-06-10,0,41076,,,2015-11-25,,NOAA 16 fragmentation debris,0,
,,,Payload Fragmentation Debris,,,,,,,,2000-055BV,2049-04-03,0,41138,,,2015-11-25,,NOAA 16 fragmentation debris,0,
4.0,1.5,7.80254333806397,Payload,Box + 2 Pan,1900.0,,2.25,1.5,Civil Astronomy,,2015-078A,2037-11-29,0,41173,2.0,5.14133333333333,2015-12-17,True,Wukong,0,
6.0,0.6,3.5143177025824,Payload,Box + 2 Pan,490.0,,0.36,0.6,Civil Imaging,,2018-014B,2033-09-25,0,43181,1.0,1.6652,2018-02-01,True,Kanopus-V No. 4,0,
1.0,0.5,0.633235078264092,Payload,Box + 2 Pan,500.0,,0.25,0.5,Defense Sigint,,2018-077A,2057-11-17,0,43642,0.5,0.446,2018-10-10,True,Yaogan Weixing 32-01-01,0,
1.0,0.5,0.633235078264092,Payload,Box + 2 Pan,500.0,,0.25,0.5,Defense Sigint,,2018-077B,2058-02-09,0,43643,0.5,0.446,2018-10-10,True,Yaogan Weixing 32-01-02,0,
4.0,0.5,2.49018501736408,Payload,Box + 2 Pan,250.0,,0.25,0.5,Civil Communications,,2018-108A,4387-12-17,0,43871,1.5,1.356,2018-12-22,True,Hongyun Gongcheng JYW,0,
0.3,0.2,0.0938083151964686,Payload,Box,10.0,,0.04,0.2,Commercial Sigint,,2019-054A,2027-07-24,0,44495,0.3,0.08,2019-08-19,True,BRO-1,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-001L,2024-04-17,0,44924,0.1,13.5615,2020-01-13,True,Starlink 1111,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-057AM,2058-06-30,0,46152,0.1,13.5615,2020-08-25,True,Starlink 1634,0,251
1.5,1.0,2.34520787991171,Payload,Box + 2 Pan,42.0,,1.0,1.0,Commercial Imaging,,2020-065G,2026-12-09,0,46460,1.5,2.0,2020-09-15,True,Jilin-1 Gaofen 3C-01,0,22
0.3,0.1,0.1911,Payload,Box + 2 Pan,5.0,,0.018,0.1,Commercial Imaging,,2020-061BJ,2025-09-25,0,46612,0.3,0.1076,2020-10-12,True,Flock 4v-20,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-073V,2037-12-06,0,46689,0.1,13.5615,2020-10-26,True,Starlink 1788,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-074K,2058-11-29,0,46748,0.1,13.5615,2020-10-24,True,Starlink 1910,0,251
,3.0,37.4436,Payload,Box + 2 Pan + 1 Dish,5000.0,,9.0,3.0,Civil Radar Imaging,,2020-102C,2025-08-19,0,47298,5.0,24.336,2020-12-22,True,Xinjishu Yanzheng 7,0,
0.3,0.1,0.1911,Payload,Box + 2 Pan,5.0,,0.018,0.1,Commercial Imaging,,2021-006EE,2025-01-19,0,47544,0.3,0.1076,2021-02-01,True,Flock 4s-30,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-009W,2071-12-11,0,47568,0.1,13.5615,2021-02-11,True,Starlink 1967,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-012L,2064-11-16,0,47630,0.1,13.5615,2021-02-22,True,Starlink 1983,0,251
3.25,0.6,2.744,Payload,Box + 1 Pan,85.0,,0.494,0.6,Commercial Radar Imaging,,2021-059AP,2026-01-15,0,48916,0.7,1.8368,2021-07-06,True,ICEYE-X13,0,259
2.9,,8.63893928327101,Rocket Body,Cyl,1000.0,2.9,5.568,,,,2021-062C,2070-12-09,0,49010,1.92,7.67569625088326,2021-07-05,,L-14B-res (YF40B-res) (Long March (CZ) 4C),0,
0.3,0.2,0.0938083151964686,Payload,Box,10.0,,0.04,0.2,Commercial Sigint,,2021-073A,2025-05-31,0,49066,0.3,0.08,2021-08-17,True,BRO-4,0,
0.3,0.1,0.1911,Payload,Box + 2 Pan,5.0,,0.018,0.1,Commercial Imaging,,2022-002S,2025-02-06,0,51000,0.3,0.1076,2022-01-18,True,Flock 4x-30,0,
0.1,0.1,0.0173205080756888,Payload,Box,1.0,,0.01,0.1,Amateur Communications,,2022-002AF,2024-08-30,0,51013,0.1,0.015,2022-01-18,True,Tevel-1,0,
0.4,0.2,0.12,Payload,Box + 2 Pan,20.0,,0.04,0.2,Commercial Imaging,,2022-002CE,2028-12-29,0,51060,0.4,0.1,2022-01-18,True,ETV-A1,0,
0.3,0.2,0.0938083151964686,Payload,Box,10.0,,0.04,0.2,Commercial Sigint,,2022-002CF,2026-05-18,0,51061,0.3,0.08,2022-01-18,True,BRO-5,0,
0.3,0.2,0.0938083151964686,Payload,Box,5.0,,0.04,0.2,Amateur Technology,,2022-002DE,2024-06-01,0,51084,0.3,0.08,2022-02-10,True,Dodona,0,
0.3,0.2,0.0938083151964686,Payload,Box,5.0,,0.04,0.2,Commercial Imaging,,2022-002DJ,,0,51088,0.3,0.08,2022-02-06,True,STORK 2,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-017AB,2063-12-14,0,51793,0.1,13.5615,2022-02-25,True,Starlink 3633,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-017BA,2141-11-03,0,51816,0.1,13.5615,2022-02-25,True,Starlink 3603,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-022AD,2130-01-26,0,51879,0.1,13.5615,2022-03-07,True,Starlink 3572,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-025AH,2089-02-11,0,51987,0.1,13.5615,2022-03-16,True,Starlink 3644,0,254
0.813,0.508,0.63854650271378,Payload,Box,41.5,,0.258064,0.508,Commercial Imaging,,2022-033X,2025-04-07,0,52178,0.813,0.542036,2022-04-06,True,NuSat 24,0,21
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-084E,2069-04-19,0,53193,0.1,13.5615,2022-07-27,True,Starlink 4351,0,253
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-101AL,2042-09-27,0,53561,0.1,13.5615,2022-08-24,True,Starlink 4563,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-107U,2059-07-29,0,53718,0.1,13.5615,2022-09-12,True,Starlink 4695,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-114G,2069-08-16,0,53824,0.1,13.5615,2022-09-23,True,Starlink 4757,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-114Z,2090-04-12,0,53841,0.1,13.5615,2022-09-23,True,Starlink 4750,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-119Q,2074-06-09,0,53900,0.1,13.5615,2022-09-30,True,Starlink 5045,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-136AS,2057-04-16,0,54091,0.1,13.5615,2022-10-25,True,Starlink 5221,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-175K,2071-08-14,0,54767,0.1,13.5615,2022-12-27,True,Starlink 5472,0,254
0.3,0.2,0.0938083151964686,Payload,Box + 2 Pan,10.0,,0.04,0.2,Commercial Imaging,,2023-001BR,2025-08-12,0,55072,0.3,0.08,2023-01-18,True,EYE 1,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2023-010N,2121-01-12,0,55281,0.1,13.5615,2023-01-24,True,Starlink 5298,0,252
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2023-013H,2132-03-16,0,55338,0.1,13.5615,2023-01-31,True,Starlink 5658,0,255
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2023-014H,2106-12-02,0,55398,0.1,13.5615,2023-02-07,True,Starlink 5275,0,252
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2023-014V,2091-07-28,0,55410,0.1,13.5615,2023-02-07,True,Starlink 5633,0,252
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2023-021AR,2056-02-28,0,55667,0.1,13.5615,2023-02-22,True,Starlink 5456,0,252
,,,Rocket Mission Related Object,,,,,,,,2023-025E,2025-02-08,0,55694,,,2023-02-28,,CZ-2C operational debris (sep motor cover),0,
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-056F,2072-08-25,0,56291,0.3,33.8838666666667,2023-04-24,True,Starlink 30113,0,256
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-061M,2095-06-14,0,56385,0.2,11.0874666666667,2023-05-11,True,Starlink 6173,0,255
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-064G,2066-07-27,0,56454,0.2,11.0874666666667,2023-05-16,True,Starlink 5959,0,252
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-064Q,2114-03-01,0,56462,0.2,11.0874666666667,2023-05-16,True,Starlink 6045,0,252
1.0,0.5,0.75,Payload,Box + Cone + 1 Pan,130.0,,0.25,0.5,Commercial Imaging,,2023-084Y,2032-09-23,0,56954,1.0,0.625,2023-06-20,True,HOTSAT 1,0,
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-094AF,2077-08-10,0,57247,0.2,11.0874666666667,2023-07-14,True,Starlink 5039,0,255
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-113Q,2091-10-23,0,57509,0.3,33.8838666666667,2023-08-15,True,Starlink 30082,0,256
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-115H,2077-12-27,0,57528,0.3,33.8838666666667,2023-08-15,True,Starlink 30269,0,256
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-115P,2024-05-13,0,57534,0.3,33.8838666666667,2023-08-15,True,Starlink 30264,0,256
5.0,2.5,15.8255400423551,Payload,Box + 2 Pan,300.0,,6.25,2.5,Defense Sigint,,2023-130B,2026-11-20,0,57728,2.5,11.0633333333333,2023-08-31,True,Yaogan Weixing 39-01-02,0,
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-138M,2079-05-08,0,57819,0.3,33.8838666666667,2023-09-13,True,Starlink 30390,0,256
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-141E,2041-10-31,0,57844,0.3,33.8838666666667,2023-09-21,True,Starlink 30292,0,257
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-141W,2035-10-22,0,57860,0.3,33.8838666666667,2023-09-21,True,Starlink 30272,0,257
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-166F,2038-09-19,0,58155,0.3,33.8838666666667,2023-11-03,True,Starlink 30804,0,257
0.3,0.2,0.0938083151964686,Payload,Box + 2 Pan,10.0,,0.04,0.2,Commercial Communications,,2023-174X,2027-05-02,0,58277,0.3,0.08,2023-11-28,True,TIGER-5,0,
0.3,0.1,0.0435889894354067,Payload,Box + 2 Pan,5.7,,0.01,0.1,Commercial Imaging,,2023-174AA,2027-05-28,0,58280,0.3,0.035,2023-11-28,True,Flock 4q-28,0,
,,,Rocket Mission Related Object,,,,,,,,1961-004F,2045-07-10,0,3927,,,1961-02-16,,Scout X-1 operational debris,0,
,,4.36662181447191,Payload,Cyl,817.64,1.3,1.32732289614169,,Defense Technology,,1977-123A,2492-01-18,0,10539,3.2,3.93091780780423,1977-12-27,,Cosmos-972,0,
,,,Rocket Fragmentation Debris,,,,,,,,1976-077AV,8678-01-09,0,10748,,,1977-12-24,,Delta 2310 debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1976-077CL,9999-12-31,0,10840,,,1977-12-24,,Delta 2310 debris,0,
6.39,,9.07747806478768,Rocket Body,Cyl + 1 Nozzle,346.88,1.4,1.539380400259,,,,1978-062B,2124-08-25,0,10954,6.39,7.79586216988307,1978-06-16,,DELTA P (Delta 2914),0,
,,,Payload Fragmentation Debris,,,,,,,,1981-053DC,2062-05-05,0,12759,,,1981-07-24,,Cosmos-1275 debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1981-053GL,2234-10-15,0,13490,,,1981-07-24,,Cosmos-1275 debris,0,
0.8,0.8,0.6283,Payload,Sphere,39.64,,0.5027,0.8,Defense Communications,,1983-002G,7895-02-27,0,13767,0.8,0.5883,1983-01-19,,Cosmos-1435,0,
6.57,,16.4041286170921,Rocket Body,Cyl,1421.21,2.4,4.5238934211693,,,,1983-031B,2172-12-27,0,13992,6.57,14.6461049510356,1983-04-12,,Cosmos 3 second stage (S3) (Cosmos 3M (11K65M)),0,
,,,Payload Mission Related Object,,,,,,,,1976-098D,2025-05-04,0,14817,,,1976-09-29,,Cosmos-858 operational debris (yo-yo weights),0,
5.0,,11.0565168943276,Payload,Cyl,802.78,2.1,3.46360590058275,,Civil Navigation,,1984-062A,2634-09-10,0,15055,5.0,9.97848366596458,1984-06-21,,Cosmos-1574,0,
10.4,,42.2826001059582,Rocket Body,Cyl,8225.97,3.9,11.9459060652752,,,,1988-102B,2451-12-20,0,19650,10.4,37.8287025400381,1988-11-23,,Zenit-2 second stage,0,
,,,Rocket Fragmentation Debris,,,,,,,,1990-081AA,2501-05-04,0,20862,,,1990-10-04,,CZ-4 third stage (L-14) fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1975-052AB,3482-01-26,0,21290,,,1991-05-01,,Delta 2910 debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1991-009CQ,6030-03-01,0,21750,,,1991-03-05,,Cosmos-3M fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1991-068L,5877-03-09,0,26001,,,1999-10-09,,Tsyklon fragmentation debris,0,
0.7,0.2,0.120311435591447,Payload,Box + 1 Ant,10.0,,0.04,0.2,Amateur Communications,,2001-043C,2177-07-29,0,26931,0.2,0.0806666666666667,2001-09-30,True,PCSat,0,
0.8,0.8,0.5027,Payload,Sphere,50.0,,0.5027,0.8,Defense Calibration,,2013-078B,2035-03-26,0,39491,0.8,0.5027,2013-12-28,True,SKRL-756 No. 2,0,
10.0,2.0,19.7284932269904,Payload,Box + 2 Pan,2650.0,,4.0,2.0,Civil Imaging,,2016-033A,2028-01-30,0,41556,2.0,10.304,2016-05-30,True,Zi Yuan 3-2,0,
4.1,,11.5288453454802,Rocket Body,Hex Cyl + 1 Rod,2370.0,2.6,4.3907487971871,,,,2016-034B,2225-03-23,0,41580,4.1,10.1903743985936,2016-06-04,,Briz-KM (Rokot-KM),0,
1.4,,1.53626860344117,Rocket Body,Cyl + 1 Nozzle,315.0,0.965,0.731382404709789,,,,2016-078J,2028-04-15,0,41892,1.4,1.42676412110485,2016-12-15,,ORION 38 (Pegasus XL),0,
3.0,0.5,1.81735117259872,Payload,Box + 2 Pan,165.0,,0.25,0.5,Commercial Imaging,,2017-002B,2029-02-04,0,41914,1.1,1.01933333333333,2017-01-15,True,Jilin-1 Shipin 3,0,22
0.75,0.4,0.453431361950185,Payload,Box,37.0,,0.16,0.4,Commercial Imaging,,2017-034C,2026-01-05,0,42760,0.75,0.38,2017-06-15,True,NuSat 3,0,21
0.3,0.1,0.0435889894354067,Payload,Box + 2 Pan,4.0,,0.01,0.1,Amateur Technology,,2017-073C,2026-02-08,0,43015,0.3,0.035,2017-11-18,True,MiRaTA,0,
10.0,,18.6375995416689,Payload,Hex Cyl + 3 Pan,1000.0,1.5,1.46141786888624,,Defense Imaging,,2017-084A,2027-09-02,0,43080,2.0,8.13520893444312,2017-12-23,True,Ludi Kancha Weixing 2,0,
4.0,1.5,7.80254333806397,Payload,Box + 2 Pan,600.0,,2.25,1.5,Commercial Imaging,,2018-002B,2025-08-27,0,43100,2.0,5.14133333333333,2018-01-09,True,SuperView-1 04,0,
1.2,0.5,1.0757,Payload,Box,110.0,,0.612,0.5,Commercial Imaging,,2018-099AW,2029-11-19,0,43802,1.2,0.888013970588236,2018-12-03,True,SkySat 15 (C13),0,
3.25,0.6,2.744,Payload,Box + 1 Pan,85.0,,0.494,0.6,Commercial Radar Imaging,,2019-038D,2028-03-05,0,44390,0.7,1.8368,2019-07-05,True,ICEYE-X4,0,259
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-001W,2053-08-09,0,44934,0.1,13.5615,2020-01-13,True,Starlink 1071,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-012B,2056-09-09,0,45179,0.1,13.5615,2020-02-24,True,Starlink 1143,0,251
